category_id;id;question;trending_score;updatedDate
5;39;Will we put a person on Mars?;68;2016-12-26 13:25:38
5;280;Better to give than to receive?;68.4;2016-12-25 07:45:16
5;308;Is getting bear poop in your Xmas stocking the Montana equivalent of a lump of coal?;68.4;2016-12-24 13:51:36
5;335;It says I have 1 follower, but when I click on that it won't show me who that follower is. Is this just a glitch or something else?;70.5;2016-12-24 09:34:38
5;863;Photo or video ?;71.2;2016-12-25 20:10:48
5;287;Is "Elf on the Shelf" now more important to kids than Santa Claus?;71.3;2016-12-24 13:51:28
5;210;What should happen to Daylight Saving Time;71.5;2016-12-25 17:18:38
5;704;Snapchat or Instagram?;71.9;2016-12-25 20:06:25
5;1147;Would you go to a nude beach?;73.3;2016-12-24 07:24:19
5;1315;Should marijuana use be legal across the entire US?;73.7;2016-12-25 02:10:24
5;938;Boy or girl?;76.2;2016-12-25 18:03:50
5;839;What can swim faster: a dog, or a horse?;77.5;2016-12-26 12:01:30
5;297;If you could have a service animal which would you choose?;78.6;2016-12-25 09:12:50
5;293;What's the best part of winter?;79.2;2016-12-25 17:19:58
5;880;Which iPhone colour is the best?;81.1;2016-12-26 04:18:08
5;313;Are you going to party big on New Years Eve?;82.2;2016-12-25 07:43:00
5;311;What's your New Year's resolution?;83.1;2016-12-25 17:20:01
5;333;What's your favorite snow day activity?;83.2;2016-12-24 19:08:06
5;881;Fave Meme?;84.5;2016-12-24 07:06:01
5;316;Best New Years Resolution?;84.9;2016-12-24 12:27:42
5;328;Is it possible to see space from the Great Wall of China?;85.6;2016-12-24 09:32:25
5;341;Should the ACCT get in the business of Accrediting Adventure Parks and Ziplines?;88.9;2016-12-26 08:25:14
5;309;Naughty or Nice?;90.7;2016-12-24 09:37:10
5;705;Are you afraid of clowns?;95.6;2016-12-26 12:21:10
5;347;DIY?;95.9;2016-12-26 03:56:09
5;918;Does size really matter?;102.1;2016-12-22 18:19:36
5;886;Do you believe in Karma?;105;2016-12-19 01:36:30
5;381;First flower up in your garden?;105.9;2016-12-25 17:12:32
5;879;Which OS is the best?;106.5;2016-12-25 20:19:17
5;352;Do you prefer vacations with mountains and rivers or the beach?;106.9;2016-12-25 17:06:17
5;843;If you could be stuck in 1 period of your life for eternity, which would it be?;107.4;2016-12-25 06:29:04
5;618;What is your favorite way to clean your nasal passages?;108;2016-12-26 13:15:56
5;321;are you a dog person or a cat person?;112.7;2016-12-25 07:42:06
5;620;Will I pass my math special exam?;112.7;2016-12-25 17:10:07
5;645;Is it better to know WHEN you are going to die, or HOW?;114.1;2016-12-25 02:41:45
5;908;Would you rather have to use the original 2007 iPhone, or a 2016 flip phone?;116.1;2016-12-25 11:12:03
5;388;Best Lake?;116.6;2016-12-25 20:03:12
5;1072;Would it hurt more to lose an arm or lose a leg?;116.7;2016-12-26 14:54:20
5;909;If you had to, would you rather relive your birth, or watch your conception?;117.6;2016-12-26 10:24:34
5;604;Do you think the world should end now?;122.7;2016-12-24 04:33:39
5;606;Should the US switch to the metric system?;128.3;2016-12-25 02:43:36
5;802;Would you rather have free wifi or free healthcare?;130.7;2016-12-26 04:16:12
5;660;Better celebration: Birthday or Christmas?;131.7;2016-12-24 14:42:29
5;875;iPhone or Samsung;133.2;2016-12-25 02:38:36
5;627;Is math the most difficult subject in school? ;135.2;2016-12-25 12:25:14
5;661;Tattoos or Piercings?;146;2016-12-26 08:57:34
5;599;Would you rather have a real working lightsaber, or save a starving child in Africa that you will never meet?;147.9;2016-12-25 19:56:52
5;377;When will marijuana be completely legal in the US?;150.1;2016-12-25 23:23:30
5;1439;Better to give or receive?;150.2;2016-12-26 15:18:35
5;895;Gangster or police?;152.7;2016-12-25 01:29:27
5;393;How will you celebrate St Patrick's Day?;156.7;2016-12-26 12:53:03
5;600;Would you rather find true love, or ten million dollars?;158.8;2016-12-26 14:06:28
5;670;When deciding where to move which criteria carries the most weight in your decision?;161.6;2016-12-26 04:10:27
5;382;Is global warming caused by humans?;186.8;2016-12-26 11:32:52
5;413;Who invented the internet?;190.3;2016-12-26 11:47:14
5;674;What should one bring to their host family's thanksgiving?;193;2016-12-25 20:05:57
5;383;Are tattoos still cool?;195.6;2016-12-25 02:37:37
5;547;Which would you rather pop?;199.8;2016-12-26 01:48:52
5;390;How often do you check your email?;205.7;2016-12-26 11:35:03
5;673;Do you ever talk on your phone like this?;211.3;2016-12-26 08:02:55
5;395;What technology will have the greatest effect on humanity?;212.6;2016-12-26 11:36:32
5;657;Is everyone (at least a little bit) racist?;214.7;2016-12-24 10:32:04
5;548;Would you rather not have arms, or not have legs?;216.4;2016-12-26 01:48:47
5;557;Who is the best?;216.5;2016-12-26 01:47:34
5;671;Scariest animal?;224.4;2016-12-26 09:45:15
5;556;Do you check your phone before bed?;231.9;2016-12-26 01:47:42
5;659;Would you sleep with a transexual?;236.3;2016-12-26 08:30:54
5;421;What should minimum wage be in the US?;249;2016-12-26 11:48:09
5;675;Best way to cool down on a hot day?;251.5;2016-12-25 12:28:11
5;562;What's the point of Life?;254.7;2016-12-26 03:50:07
5;566;Do you think social media has a positive or negative effect on your life overall?;260.6;2016-12-26 01:46:20
5;512;Does it bother any one when some people make "quote marks" when they are talking ;265;2016-12-26 11:52:10
5;509;Are you the kind of person who likes to dip a toe in first, or do you jump right in?;267.6;2016-12-26 11:51:03
5;504;Do you like Instagram's new logo?;268.7;2016-12-25 05:54:32
5;550;Do you spend more time worrying about the past or the future?;300.6;2016-12-26 06:15:42
5;902;Do Aliens Exist?;312;2016-12-25 01:44:22
5;435;how will you celebrate 4/20?;313.7;2016-12-25 07:33:53
5;436;When invited to dinner the host says not bring anything. Do you...;320.4;2016-12-26 12:57:43
5;407;Will you vaccinate your child?;324.1;2016-12-26 11:43:55
5;570;Do you think people are too easily offended these days?;338.6;2016-12-26 14:55:56
5;513;Are you nervous on Friday the 13th?;339.7;2016-12-25 07:58:47
5;571;What's worse a cold toilet seat, or a warm toilet seat?;353.2;2016-12-26 06:46:39
5;520;Which is a more preferred name for my new dog?;359.2;2016-12-26 02:54:00
5;518;Neat or messy, which one are you?;363.6;2016-12-26 02:54:23
5;580;What is the greatest mystery of all time?;369.2;2016-12-26 03:59:15
5;567;What would be the best Super Power?;369.6;2016-12-26 14:55:52
5;581;How many times do you swear per day?;392.5;2016-12-26 04:23:19
5;685;What does this symbol mean?;411;2016-12-25 20:23:17
5;440;What's your perfect Friday night?;415.3;2016-12-26 04:33:21
5;466;Would you use an app which allows you to meet people with common interest?;422.3;2016-12-24 20:53:06
5;582;Should going to college be free?;434.5;2016-12-26 14:55:58
5;555;Would you rather be smarter or better looking?;443.3;2016-12-26 01:47:50
5;525;Do you ever brush your teeth on the toilet?;451.3;2016-12-26 14:20:45
5;444;Blonde, brunette or other?;455.6;2016-12-26 12:37:47
5;684;What do you wear to bed?;462.5;2016-12-25 20:23:39
5;460;Do you think you're crazy?;469.9;2016-12-25 20:18:05
5;468;Can you lick your elbow?;476.9;2016-12-25 20:41:55
5;448;Which would you rather be stuck in an elevator with?;485.9;2016-12-26 04:31:30
5;572;If you could control one of these elements, which would it be?;524.1;2016-12-26 06:16:37
5;597;How can i monitor business spending against a budget?;540.8;2016-12-26 13:48:18
5;613;Does this woman's finger length toes creep you out?;546.5;2016-12-24 23:32:21
5;471;If you had to lose one sense, which one would you choose?;557.5;2016-12-26 12:47:41
5;472;What do you actually do while you procrastinate?;563.4;2016-12-26 12:47:48
5;450;Would you rather know what happens after death or how the world began?;573.7;2016-12-26 04:30:28
5;451;Have you ever written a letter by hand and sent it in the mail?;577;2016-12-26 12:52:12
5;531;When someone says 'Now I'm not trying to be rude' I know they're about to?;590.1;2016-12-26 14:19:26
5;530;Would you rather smoke with Snoop Dogg, or Wiz Khalifa?;598;2016-12-26 14:19:33
5;589;Scooter or Skateboard ?;598.5;2016-12-26 11:28:07
5;452;Do you like background noise when you sleep?;623.7;2016-12-26 12:50:43
5;878;Are you always hot or always cold?;769.3;2016-12-25 02:38:35
5;690;Is God real;770.9;2016-12-26 14:36:15
5;536;MOOC or go to school?;778.5;2016-12-26 14:45:18
5;691;Do you believe in Rebirth?;829.9;2016-12-26 15:00:01
5;481;You have 3 options for toilet paper; duct tape, sand paper or your hand, which do you choose?;844.5;2016-12-26 05:26:07
5;483;How do you celebrate Cinco de Mayo?;850.1;2016-12-26 05:25:35
5;458;Does it bother you when people don't put a question mark after the question;1388.2;2016-12-26 14:07:02
5;490;Are you afraid of your basement?;1428.3;2016-12-26 11:40:13
5;494;Do you pee in the shower;2004.3;2016-12-26 15:30:30
5;539;Have you ever sent a nude photo to anyone?;2686.4;2016-12-26 14:54:16
5;497;How often do you masturbate?;3188.4;2016-12-26 15:30:10
5;573;Would you rather be rich and ugly, or poor and hot?;6037.5;2016-12-26 15:27:48
5;698;Which is truly better, iPhone or Android?;15714.6;2016-12-26 15:33:18
6;1022;Should EpiPens be free?;35.4;2016-12-26 05:46:25
6;1148;Hallelujah?;36;2016-12-24 20:20:17
6;1209;Do you trust mainstream media?;37.1;2016-12-24 19:09:38
6;1259;Should charmander be friends with litten?;39.2;2016-12-26 06:23:06
6;1206;Is global warming making hurricanes worse?;39.3;2016-12-22 02:18:12
6;1212;do u still like clowns;45.5;2016-12-25 05:29:03
6;975;Should genetic engineering of humans be outlawed?;46.8;2016-12-26 14:57:17
6;1138;Should Wells Fargo CEO John Stumpf go to jail?;47.4;2016-12-24 23:46:04
6;1277;Will you miss Vine?;47.7;2016-12-25 07:25:17
6;955;pakistan is a terrorist nation?;51.1;2016-12-26 12:48:16
6;74;Do you agree with the Dominique Strauss-Kahn verdict?;52.6;2016-12-24 08:21:54
6;23;Is fracking dangerous to water supplies?;53.4;2016-12-26 14:29:02
6;155;What does the Pope's visit mean to you?;54.4;2016-12-22 08:16:16
6;47;Who is the best newscaster?;54.9;2016-12-25 02:38:08
6;104;Should Oscar Pistorius be released early?;54.9;2016-12-26 11:58:27
6;215;Who's responsible for the Paris terrorist attacks?;55.9;2016-12-24 18:21:32
6;113;Are we headed for a Wall St crash?;57.6;2016-12-25 07:41:53
6;87;Should Greece be kicked out of the EU?;58.1;2016-12-26 11:57:35
6;135;What should the EU do about the refugee crisis?;58.3;2016-12-25 17:12:53
6;40;Who is your favorite world leader?;59.5;2016-12-26 12:06:06
6;160;Best Pope Ever?;60.6;2016-12-25 02:40:10
6;176;Could today get any worse?;61.2;2016-12-23 08:13:34
6;84;Did the supreme court rule correctly on Obama Care?;61.6;2016-12-24 18:24:11
6;170;What are we whining about today?;62.3;2016-12-26 03:52:52
6;98;Should Greece have been bailed out?;62.5;2016-12-26 11:57:49
6;85;Will the NY prison escapees ever be caught?;62.6;2016-12-26 04:03:58
6;728;Do you think most cops are racist?;63.6;2016-12-23 07:36:26
6;171;Who will win the inevitable war between Earth and Mars?;64.2;2016-12-26 09:05:34
6;103;What is your favorite news website?;64.5;2016-12-25 14:31:21
6;133;What should happen to Kim Davis, the Kentucky marriage clerk?;64.6;2016-12-18 00:28:21
6;99;What should happen to Bill Cosby?;66.2;2016-12-26 14:14:12
6;79;How would you describe The Donald?;75.5;2016-12-25 17:18:58
6;840;Who will win in America?;80.2;2016-12-26 04:15:44
6;224;Black Lives Matter won't apologize for #FuckParis do you support their movement still?;84.3;2016-12-26 12:49:34
6;132;Should Black Lives Matter focus more on black-on-black violence?;86;2016-12-26 09:37:38
6;362;Mashable or TechCrunch?;94.6;2016-12-23 15:24:39
6;640;Will you use LinkedIn more or less now that it's part of Microsoft?;95.5;2016-12-26 14:56:16
6;340;How concerned are you about the Zika virus?;101.7;2016-12-23 23:50:28
6;305;Housing in SF: KFC/Taco Bell or a five-story building at Marina District?;103.2;2016-12-24 13:51:15
6;623;Who's more embarrassing for the US: Trump or The Kardashians;133.9;2016-12-24 15:15:24
6;386;Does Erin Andrews deserve $55 million for being videotaped naked without consent?;152.2;2016-12-26 09:38:26
6;392;Are you outraged over the Tilikum saga?;159.5;2016-12-25 23:22:30
6;371;Do you think Apple should help the government de-encrypt the iPhone?;166;2016-12-26 02:21:00
6;415;Are you surprised by the Panama Papers scandal?;192.4;2016-12-26 15:08:52
6;542;What do you think of the new Apple flagship store?;197.6;2016-12-26 14:55:48
6;364;Is Steven Avery guilty of murder?;197.8;2016-12-26 11:30:26
6;505;Does anyone want to leave a last goodbye to friends and family via social media before they die?;230.8;2016-12-25 05:54:24
6;406;Does "Black Privilege" exist?;235.5;2016-12-25 02:40:42
6;360;Is Adnan Syed Innocent?;256;2016-12-26 09:23:43
6;591;Should a zoo animal be killed if a human enters its cage?;1014.9;2016-12-26 15:22:26
6;693;Are there really more than two genders?;3197.4;2016-12-26 15:16:53
7;1441;SHOULD KASHMIR GET FREEDOM ;2.7;2016-12-26 15:00:00
7;1404;Who is the best PM?;16.7;2016-12-26 09:05:45
7;1409;Do labor unions do more harm than good?;17.4;2016-12-26 00:02:45
7;1410;Is it Okay to bring your children to business meetings?;19.4;2016-12-26 03:51:33
7;1397;Should there be a maximum wage?;22.5;2016-12-26 05:41:09
7;1359;Which should the U.S government focus on more?;23.5;2016-12-25 10:33:51
7;1356;Will there be another communist revolution?;23.7;2016-12-26 04:27:40
7;1399;Do you believe Russian hackers changed the outcome of the US election?;25;2016-12-26 00:03:51
7;1358;Thoughts on gun control;26.8;2016-12-26 00:29:18
7;1354;Is healthcare a basic human right?;29.7;2016-12-25 10:34:44
7;1179;Is Indian Primeminister Mr.Narendra Modi doing well with the country?;29.8;2016-12-23 23:49:42
7;1346;Worst thing that happened in 2016;30;2016-12-25 23:38:27
7;1330;Will we have a World President in the future?;30.5;2016-12-25 10:39:54
7;1270;Should Spain allow Russian warships bound for Syria to use it's ports to refuel?;31.1;2016-12-25 10:27:49
7;1205;Who would win if there is a war between india and pakisthan?;31.3;2016-12-26 05:00:08
7;1333;Does the US spend too much on the military?;31.5;2016-12-26 04:04:38
7;1127;Will Donald Trump bail on the debate against Hillary?;32.3;2016-12-25 02:38:11
7;1092;Is islam the religion of peace?;33.1;2016-12-26 06:20:19
7;1042;Should Dilma Rousseff have been removed as President of Brazil?;33.3;2016-12-18 03:46:00
7;1200;Who won the vice presidential debate?;33.8;2016-12-24 23:50:51
7;1110;Should the US start the political race over with new candidates?;34.5;2016-12-26 15:05:44
7;1156;This image makes me... ?;35.7;2016-12-24 05:46:25
7;1054;Is this true..??;35.9;2016-12-24 23:42:19
7;1236;Is Ken Bone the best hope for America?;36;2016-12-26 05:43:42
7;1213;Is this latest recording the thing that sinks Trump?;37.2;2016-12-26 04:35:50
7;946;Is Hamas a terrorist organization?;38;2016-12-26 04:03:57
7;805;Which group poses the greatest threat to civilized society?;38.2;2016-12-22 07:52:01
7;1114;If Hillary Clinton was too sick, what Democrat would you prefer?;38.3;2016-12-26 14:07:08
7;1174;Should Obama say "Islamic Terrorist" ?;38.3;2016-12-22 18:44:06
7;1015;Who should be president?;38.6;2016-12-26 14:55:34
7;1224;Should the Guantanamo Bay Prison be closed?;38.8;2016-12-25 19:39:08
7;1076;Should Obama stop the Dakota pipeline?;39;2016-12-22 07:50:02
7;1082;Do you believe in global warming?;39.3;2016-12-26 14:55:44
7;1299;Do you identify as Feminist?;39.3;2016-12-26 03:30:42
7;960;Do you think the Russian Government is hacking the US Democratic Party?;40.2;2016-12-26 10:38:04
7;1047;Is Donald Trump's new hat offensive or just ridiculous?;40.4;2016-12-26 14:55:37
7;1268;How corrupt is your government?;41;2016-12-26 04:26:52
7;812;Who would Jesus bomb?;41.4;2016-12-26 14:56:28
7;1157;Who won the first debate?;41.4;2016-12-23 04:44:30
7;1164;Do you believe the rumors that Trump and Hillary had an affair in the 90's?;43.2;2016-12-25 04:13:09
7;1184;Would you watch Trump's porn movie?;43.5;2016-12-26 00:36:23
7;1241;Trump or clinton;43.5;2016-12-25 20:05:30
7;816;Melania or Bill?;45.4;2016-12-26 14:56:51
7;807;Which Lives Matter?;46.3;2016-12-26 14:56:48
7;795;Freedom of speech?;46.6;2016-12-25 01:25:56
7;809;Why are Americans so stupid?;47;2016-12-22 11:49:42
7;1324;Who's your Presidential candidate for 2020?;48;2016-12-26 04:27:27
7;1320;Are we fucked?;48.5;2016-12-26 04:02:37
7;933;Should Israel be a state?;50.5;2016-12-26 14:57:14
7;972;Harambe for president?;50.9;2016-12-26 12:48:25
7;1155;Who wins tonight's debate?;53;2016-12-23 08:12:47
7;34;Is Bill DeBlasio doing a good job?;54.4;2016-12-26 02:49:15
7;790;Did Milo deserve to get banned from Twitter?;55.1;2016-12-26 14:56:43
7;830;Have you ever been helped by the police?;55.2;2016-12-26 06:12:22
7;30;Will Iraq survive as a unified country?;55.3;2016-12-22 20:39:28
7;33;Should the US Navy patrol the South China Sea?;55.8;2016-12-22 02:00:05
7;1253;What will Trump do when he loses the election?;56.7;2016-12-23 10:00:44
7;35;Is Turkey the key to Middle East peace?;58.9;2016-12-26 14:07:10
7;119;Should Congress approve the Iran nuclear deal?;59.9;2016-12-24 13:52:20
7;1311;Should everyone vote?;60.1;2016-12-24 02:31:05
7;195;Is the Benghazi investigation motivated by politics?;61;2016-12-24 08:44:57
7;143;Who won the CNN republican debate?;61.2;2016-12-24 18:27:18
7;161;Was John Boehner an effective speaker of the house?;61.9;2016-12-26 12:01:21
7;188;Should the US keep troops in Afghanistan?;63.4;2016-12-25 02:37:35
7;199;Can Paul Ryan save the GOP?;64.2;2016-12-26 11:51:27
7;1321;Now that Trump's elected what will you do?;65.3;2016-12-26 04:21:49
7;236;Should the US  commit ground troops to defeat Daesh?;70;2016-12-25 13:08:51
7;150;Is abortion murder?;70.4;2016-12-18 16:19:22
7;284;Can we ban Donald Trump from all media coverage?;72.6;2016-12-25 18:08:05
7;296;Who won the GOP debate last night?;73.3;2016-12-24 18:20:51
7;223;The Liberal Movement is it Destroying America?;77.3;2016-12-25 09:47:55
7;172;Is the death penalthy wrong?;78;2016-12-26 08:04:13
7;111;Who is your favorite former president?;78.3;2016-12-25 17:18:30
7;21;Who will win?;78.4;2016-12-24 18:19:44
7;1316;Have you "unfriended" anyone because of their political beliefs?;78.6;2016-12-25 02:10:22
7;866;Our choices for president in 2016 are very disappointing. With all the people who live in this country these are our two best choices? Who should be our next president? (God help us.);78.7;2016-12-25 03:04:08
7;17;Who does Vladimir Putin remind you of?;81.9;2016-12-26 10:47:00
7;330;Does the Sarah Palin endorsement help or hurt Trump?;84.9;2016-12-24 13:50:50
7;149;Who's the greatest US President?;86.3;2016-12-26 10:46:04
7;241;Should we let Syrian refugees in to the US?;86.4;2016-12-25 17:11:32
7;338;Should Bloomberg enter the race?;86.5;2016-12-25 02:37:36
7;312;Should England retire the monarchy?;89.2;2016-12-26 11:57:09
7;112;Will Bernie Sanders defeat Hillary?;96.1;2016-12-26 10:46:04
7;279;Donde debe entregarse la banda presidencial?;96.7;2016-12-24 13:50:55
7;869;Who's your favorite Clinton?;98.1;2016-12-26 14:57:02
7;844;Best religion?;100.9;2016-12-26 14:56:55
7;616;Will Bernie win California?;107.4;2016-12-26 14:56:08
7;848;Who would you rather vote for?;108.5;2016-12-26 11:28:41
7;332;Do you care about Hillary's emails?;109.1;2016-12-24 13:50:29
7;356;Who wins the NH Republican Primary?;113.1;2016-12-26 05:41:47
7;1069;Do Johnson and Weld have a chance?;114.4;2016-12-26 14:55:41
7;700;Who is next after Brexit?;117.7;2016-12-26 02:25:54
7;368;Who is the more devout communist?;117.9;2016-12-26 13:17:33
7;649;Jimmy Carter suggests getting private money out of US elections and using tax dollars to fund them instead, is this a good idea?;120.5;2016-12-24 11:11:43
7;624;Would you vote for a candidate solely because they were a member of your group (gender, race, religion, etc.)?;121.5;2016-12-25 20:05:25
7;342;If it comes down to Trump vs Sanders?;126.7;2016-12-26 10:50:53
7;625;Would you vote for a candidate you strongly opposed solely because they were the representative of your political party?;131.7;2016-12-26 11:54:33
7;662;Wealth should be equal OR opportunity should be equal?;139.7;2016-12-24 17:50:21
7;378;If you had to sleep with one presidential candidate who would it be?;141.3;2016-12-25 23:23:23
7;849;Your position on the political spectrum?;154.8;2016-12-26 04:20:49
7;898;Do you think there has been a coup in Brazil?;158.4;2016-12-23 05:56:49
7;375;Who does Jeb Bush dropping out help most?;163.9;2016-12-25 23:23:40
7;366;What Republican candidate has the best shot to defeat Trump?;169.3;2016-12-26 11:31:38
7;397;Is ISIL getting stronger?;174.6;2016-12-26 11:38:03
7;398;After the terror attacks in Brussels are you more or less likely to vote for Trump?;178.5;2016-12-23 03:07:31
7;401;Is Donald trump a politician?;185.5;2016-12-26 11:40:35
7;896;Was 9/11 an inside job?;189.8;2016-12-26 01:35:12
7;672;Should Britain leave the EU?;206.1;2016-12-26 14:56:26
7;400;Will this sex scandal end Ted Cruz's campaign?;218.3;2016-12-26 11:39:42
7;365;Who should appoint the next Supreme Court justice?;239.6;2016-12-26 11:31:05
7;901;Who killed JFK?;256.6;2016-12-26 04:05:29
7;424;Who won the latest Clinton-Sanders debate?;268.8;2016-12-26 11:49:56
7;516;DO YOU THINK ALL THESE ORGANISATION THAT ARE TRYING TO SHOW GENDER EQUALITY BY GIVING SO MANY OPPORTUNITIES AND PRIVILEGES TO ONLY WOMAN IS KIND OF SEXISM AGAINST MEN;301.5;2016-12-26 02:54:53
7;431;F, M, K: Bernie, Hillary, Trump;305.3;2016-12-26 12:45:42
7;575;Who would you rather see debate?;330.7;2016-12-26 02:02:29
7;682;Will the UK thrive apart from the EU?;370.8;2016-12-26 14:56:28
7;425;Is Ted Cruz The Zodiac Killer?;445.1;2016-12-26 11:50:35
7;475;Should Ted Cruz be forced to carry his aborted Presidential Campaign to full term?;525.1;2016-12-26 12:55:50
7;1317;Who did you vote for, Trump or Hillary?;659.1;2016-12-25 21:58:57
7;479;Did Ted Cruz drop out of the presidential race to focus on zodiac killing?;711.4;2016-12-26 12:50:00
7;476;Hillary v Donald, who wins?;742.8;2016-12-26 12:48:04
7;621;Should Bernie Sanders drop out now?;858.9;2016-12-26 05:42:17
7;484;Does Trump's racist "I love Hispanics" post surprise you?;970.8;2016-12-26 05:25:20
7;491;How many rats do you think live in Donald Trump's hairpiece? ;1492.7;2016-12-26 15:30:48
7;648;Do you think we need to ban civilians from buying assault rifles?;1714.7;2016-12-25 10:39:03
7;941;Is Donald Trump just misunderstood by the media, or is he really just a garbage troll monster;1820.7;2016-12-26 15:28:56
7;697;Should Abortion Be Made Fully Illegal?;7778;2016-12-26 15:31:33
8;1430;If your boyfriend says (That your going to find another guy with money to buy you a puppy is he calling you a ho/gold digger?;9.7;2016-12-26 06:45:36
8;1429;Have you ever been in a relationship that lasted more than 3 years?;14.4;2016-12-26 07:23:06
8;1363;So I took 6 pregnancy test over the last 3 weeks and 4 were negative and 2 were positive, not were taken in the morning, all in the middle of the day or at night, what should I think? Is there such thing as false positives?;18;2016-12-26 03:58:51
8;1414;Ladies: Do you prefer a pretty man or a rough one?;18.8;2016-12-25 20:36:53
8;1412;Who do you love more, your Mom or your Dad?;20.6;2016-12-26 04:37:50
8;1377;Lesbians:would you date a girl who used to be a boy?;20.8;2016-12-25 16:22:25
8;1342;Am I pregnant;24.2;2016-12-25 10:37:55
8;1368;Would you rather your girl cheat on you with another girl or a guy?;28.6;2016-12-25 20:04:27
8;1201;whos better ;31.3;2016-12-25 20:21:18
8;1103;Why do people print wedding menus when you know what you are getting for dinner? ;31.4;2016-12-24 06:48:17
8;1152;is there should be a war between India and Pakistan?;33.7;2016-12-24 20:40:28
8;1132;Would you marry someone who has been married 4 times?;33.8;2016-12-26 14:54:25
8;1211;do you care who i am;37;2016-12-24 11:28:10
8;1351;What is the most attractive hair color ;37;2016-12-26 00:13:19
8;1172;Do you use Tinder?;40.1;2016-12-24 03:35:32
8;1137;Do you stalk your ex on social media?;42.1;2016-12-25 17:17:51
8;1210;Will you let your partner have your phone unlocked ?;42.4;2016-12-24 08:26:09
8;1031;Hardcore or softcore?;43;2016-12-26 02:16:29
8;1052;Money or family;43;2016-12-26 02:17:40
8;1001;Would you date someone shorter than you?;44.7;2016-12-23 05:35:02
8;1134;Condom before sex?;44.8;2016-12-25 17:17:44
8;1273;Is it ok for a woman to propose to a man?;45;2016-12-25 05:39:59
8;1286;Is it weird to not want to get married and have kids?;45.4;2016-12-25 19:54:22
8;1035;Have you a GF or BF;45.5;2016-12-26 02:16:39
8;1289;Who did you learn about sex from?;45.7;2016-12-23 22:50:36
8;1142;Are you a lover or a fighter?;46;2016-12-25 17:18:07
8;1009;Troublemaker or Peacemaker?;46.1;2016-12-25 20:22:28
8;1078;Which would you prefer for a first date?;46.1;2016-12-25 17:18:26
8;798;Is it dumb to think of your ex when you have been betrayed by them?;46.3;2016-12-22 18:19:22
8;1255;Do you choose a partner based on looks or personality?;46.5;2016-12-26 05:47:20
8;748;can you forget the memories of your ex?;47.9;2016-12-26 14:56:41
8;1040;How would you respond if your ex wanted to get back together?;49.6;2016-12-26 02:16:51
8;1011;DID YOU MASTURBATE TODAY?;50.4;2016-12-26 09:37:25
8;793;Would you date someone in a wheelchair?;50.6;2016-12-26 14:56:47
8;773;Tomboy or Girly-Girl?;51.5;2016-12-18 07:55:43
8;1041;do you wear socks at sex time?;51.6;2016-12-25 17:17:12
8;757;Is Love Overrated?;51.8;2016-12-26 05:45:36
8;177;Do you hide your self-help books when friends come over?;52.1;2016-12-24 12:33:33
8;822;you are not gay, but have You ever felt attraction for a same sex friend of yours?;52.5;2016-12-26 04:20:42
8;927;How do you deal with a person who talks to you only when they need something?;53.4;2016-12-23 08:03:12
8;832;When are you going to tell your wife you cheated on her?;55.8;2016-12-25 17:13:16
8;24;Best spontaneous gift;56.1;2016-12-25 07:44:51
8;1422;Who lies more, men or women?;58.7;2016-12-26 15:33:47
8;922;With condom or without?;58.8;2016-12-24 20:18:32
8;1297;Guys: would you rather date a short girl or a tall girl?;58.9;2016-12-26 04:18:52
8;817;Best way to breakup?;59;2016-12-26 14:56:53
8;928;Do people change over time?;59;2016-12-26 14:57:12
8;990;What is the real purpose when a woman with great body wears tight jeans?;59.8;2016-12-25 12:14:37
8;179;Would you ever take back an ex who cheated on you?;60;2016-12-22 02:21:04
8;925;Did you ever had sex with your cousin in childhood? will you ever do that again;60.6;2016-12-26 14:57:08
8;913;I'm 17 and I wanna date a 25 year old we both show a lot of interest and I know her in person is it ok;61.1;2016-12-17 07:51:34
8;785;Is there only one "perfect match" for each of us?;62;2016-12-25 01:26:22
8;725;Who Cheats More? Women or Men?;63.8;2016-12-26 14:56:38
8;126;My wife just became a vegetarian, is it fair to still ask her to cook me steak?;65.8;2016-12-26 11:20:11
8;203;What is the ideal family size?;66.1;2016-12-24 08:31:48
8;173;Can you keep a secret?;66.4;2016-12-25 02:40:43
8;243;My girlfriend makes this kind of mess, then asks me to put down the toilet seat?;67.3;2016-12-24 13:52:03
8;134;Would you date a cat person or a dog person?;67.7;2016-12-26 04:29:28
8;127;Is it ok to date your best friend's ex?;69.6;2016-12-26 14:00:46
8;930;Better to have a partner who's a great cook, or great in bed?;70;2016-12-25 20:34:46
8;852;Do girls like having sex?;75.3;2016-12-26 14:56:58
8;859;Is it better to have lots of good friends or one best friend?;80.3;2016-12-25 06:30:37
8;861;What's the "right age" to get married?;86.1;2016-12-26 14:57:00
8;128;Toilet seat: up or down?;90.1;2016-12-26 14:58:22
8;890;Que día voy a ir a Tuxtla ?;93.4;2016-12-23 17:32:30
8;299;My boyfriend wants an "open relationship." Should I dump him?;105.6;2016-12-24 12:07:53
8;317;What do you secretly judge people for?;105.6;2016-12-25 02:39:49
8;344;My girlfriend asked me to get a puppy, does that mean we're getting serious?;109.3;2016-12-24 09:36:34
8;644;Do you prefer boobs or butts?;136.5;2016-12-24 19:24:25
8;374;Is going from two to three kids easier then one to two?;136.7;2016-12-25 23:23:52
